"Index Kriminality","Zjištěno","Objasněno- Počet","Objasněno- Dodatečně","Stíháno, Vyšetřováno Osob - Mladiství 15-17 Let","Stíháno, Vyšetřováno Osob - Recidivisté","Stíháno, Vyšetřováno Osob - Celkem","Stíháno, Vyšetřováno Osob - Nezletilí 1-14 Let","Stíháno, Vyšetřováno Osob - Ženy","Spácháno Skutků - Mladiství 15-17 Let","Spácháno Skutků - Z Toho Alkohol","Spácháno Skutků - Pod Vlivem","Spácháno Skutků - Recidivisté","Spácháno Skutků - Nezletilí 1-14 Let","Škody V Tis. Kč - Zajištěno","Škody V Tis. Kč - Celkem","Časová Jednotka","Kód úz.jednotky","Název úz.jednotky","Počet Obyv. úz. Jednotky"
"18.4115","2140","863","174","17","471","863","2","124","29","99","179","607","3","195","205910","4-2015","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"16.8629","1960","876","172","24","414","773","6","138","43","100","150","632","17","637","16245","5-2015","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"18.7556","2180","993","88","20","463","929","18","173","55","133","212","572","15","311","473138","6-2015","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"16.2950","1894","897","60","22","457","830","28","136","45","111","182","577","17","145","105036","7-2015","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"16.3466","1900","707","47","21","355","689","7","109","33","94","151","517","2","10408","150756","8-2015","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"16.6392","1934","925","47","27","412","791","19","123","64","121","177","559","16","204","30338","9-2015","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"17.4221","2025","925","17","21","391","786","14","110","28","126","180","532","7","123","228945","10-2015","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"16.0627","1867","999","36","29","474","919","16","128","51","104","182","593","14","27","175640","11-2015","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"14.9959","1743","1027","30","20","418","838","15","146","32","98","169","657","13","151","342201","12-2015","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"17.3619","2018","381","360","0","0","0","0","0","0","0","0","0","0","0","0","1-2016","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"16.5015","1918","604","306","0","0","0","0","0","0","0","0","0","0","0","0","2-2016","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"16.5187","1920","757","247","0","0","0","0","0","0","0","0","0","0","0","0","3-2016","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"16.0111","1861","715","199","0","0","0","0","0","0","0","0","0","0","0","0","4-2016","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"16.9919","1975","802","158","0","0","0","0","0","0","0","0","0","0","0","0","5-2016","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"15.5379","1806","789","106","0","0","0","0","0","0","0","0","0","0","0","0","6-2016","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"14.4281","1677","662","52","0","0","0","0","0","0","0","0","0","0","0","0","7-2016","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"17.3360","2015","838","45","0","0","0","0","0","0","0","0","0","0","0","0","8-2016","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"14.8152","1722","820","48","0","0","0","0","0","0","0","0","0","0","0","0","9-2016","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"14.7722","1717","1003","43","0","0","0","0","0","0","0","0","0","0","0","0","10-2016","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"14.0581","1634","990","32","0","0","0","0","0","0","0","0","0","0","0","0","11-2016","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
"11.4943","1336","807","34","0","0","0","0","0","0","0","0","0","0","0","0","12-2016","0600","KŘP JIHOMORAVSKÉHO KRAJE","1162318"
