"Index Kriminality","Zjištěno","Objasněno- Počet","Objasněno- Dodatečně","Stíháno, Vyšetřováno Osob - Mladiství 15-17 Let","Stíháno, Vyšetřováno Osob - Recidivisté","Stíháno, Vyšetřováno Osob - Celkem","Stíháno, Vyšetřováno Osob - Nezletilí 1-14 Let","Stíháno, Vyšetřováno Osob - Ženy","Spácháno Skutků - Mladiství 15-17 Let","Spácháno Skutků - Z Toho Alkohol","Spácháno Skutků - Pod Vlivem","Spácháno Skutků - Recidivisté","Spácháno Skutků - Nezletilí 1-14 Let","Škody V Tis. Kč - Zajištěno","Škody V Tis. Kč - Celkem","Časová Jednotka","Kód úz.jednotky","Název úz.jednotky","Počet Obyv. úz. Jednotky"
"14.9819","856","502","22","6","192","453","0","73","6","83","95","215","0","84","33301","5-2015","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"15.1394","865","577","23","2","200","494","2","71","11","69","89","267","2","0","66649","6-2015","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"15.4719","884","478","13","10","174","440","3","55","18","73","93","204","2","8","20031","7-2015","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"13.4767","770","429","14","2","151","375","3","55","15","67","88","189","7","0","19997","8-2015","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"12.5316","716","417","6","6","162","419","7","69","11","75","98","168","3","11","12827","9-2015","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"19.5324","1116","561","4","7","178","498","4","88","11","84","97","209","5","8","23648","10-2015","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"14.0718","804","487","5","10","171","427","10","59","26","64","89","220","9","2","17513","11-2015","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"14.3693","821","305","16","7","90","291","18","48","16","49","62","116","12","24","56671","12-2015","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"16.6621","952","446","106","0","0","0","0","0","0","0","0","0","0","0","0","1-2016","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"12.6716","724","303","79","0","0","0","0","0","0","0","0","0","0","0","0","2-2016","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"16.1895","925","434","102","0","0","0","0","0","0","0","0","0","0","0","0","3-2016","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"13.8442","791","462","41","0","0","0","0","0","0","0","0","0","0","0","0","4-2016","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"14.3693","821","468","48","0","0","0","0","0","0","0","0","0","0","0","0","5-2016","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"12.7066","726","371","29","0","0","0","0","0","0","0","0","0","0","0","0","6-2016","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"13.8442","791","386","18","0","0","0","0","0","0","0","0","0","0","0","0","7-2016","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"15.1219","864","426","-6","0","0","0","0","0","0","0","0","0","0","0","0","8-2016","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"13.7392","785","399","8","0","0","0","0","0","0","0","0","0","0","0","0","9-2016","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"15.2094","869","443","26","0","0","0","0","0","0","0","0","0","0","0","0","10-2016","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"14.0368","802","469","6","0","0","0","0","0","0","0","0","0","0","0","0","11-2016","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
"11.0089","629","324","7","0","0","0","0","0","0","0","0","0","0","0","0","12-2016","0300","KŘP PLZEŇSKÉHO KRAJE","571357"
