"Index Kriminality","Zjištěno","Objasněno- Počet","Objasněno- Dodatečně","Stíháno, Vyšetřováno Osob - Mladiství 15-17 Let","Stíháno, Vyšetřováno Osob - Recidivisté","Stíháno, Vyšetřováno Osob - Celkem","Stíháno, Vyšetřováno Osob - Nezletilí 1-14 Let","Stíháno, Vyšetřováno Osob - Ženy","Spácháno Skutků - Mladiství 15-17 Let","Spácháno Skutků - Z Toho Alkohol","Spácháno Skutků - Pod Vlivem","Spácháno Skutků - Recidivisté","Spácháno Skutků - Nezletilí 1-14 Let","Škody V Tis. Kč - Zajištěno","Škody V Tis. Kč - Celkem","Časová Jednotka","Kód úz.jednotky","Název úz.jednotky","Počet Obyv. úz. Jednotky"
"13.7676","812","476","66","7","213","447","13","67","15","105","116","309","8","81","38397","4-2014","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"12.7333","751","430","35","8","192","404","2","62","12","107","120","255","3","52","35057","5-2014","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"11.7160","691","462","52","14","192","404","3","47","17","69","75","287","2","50","39257","6-2014","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"12.8520","758","426","15","9","170","392","13","60","18","120","128","232","8","503","27239","7-2014","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"13.2929","784","443","4","14","198","371","2","51","16","94","105","267","3","-487","30647","8-2014","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"12.4960","737","500","30","19","215","451","2","73","25","104","122","287","2","103","21474","9-2014","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"13.0555","770","452","15","7","198","391","3","48","17","79","95","271","5","18","80753","10-2014","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"11.1396","657","452","8","5","200","370","4","42","15","73","96","275","4","45","410735","11-2014","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"9.0541","534","430","15","4","194","379","11","38","12","78","93","273","2","51","368509","12-2014","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"13.1064","773","210","168","10","172","319","0","28","14","82","103","236","0","119","137761","1-2015","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"11.5973","684","294","111","12","170","363","3","58","16","84","103","218","4","24","36209","2-2015","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"12.8181","756","414","89","8","195","434","3","55","14","93","116","258","6","11","25471","3-2015","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"11.8347","698","401","45","9","202","388","7","54","14","94","118","254","2","178","39154","4-2015","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"11.0039","649","432","46","10","204","392","5","60","25","106","128","285","2","25","-40864","5-2015","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"10.5461","622","536","25","15","224","453","7","86","30","111","133","315","9","30","61439","6-2015","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"12.5468","740","390","13","9","174","337","2","57","11","82","100","242","2","84","1316260","7-2015","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"11.4448","675","334","11","5","159","302","0","31","4","98","126","202","0","69","20492","8-2015","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"10.5292","621","450","23","5","186","390","3","57","22","93","133","254","5","-58","13513","9-2015","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"11.3600","670","445","6","8","204","380","7","51","19","89","127","264","7","5","102256","10-2015","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"10.1901","601","418","9","8","185","369","2","40","12","107","144","245","2","224","19147","11-2015","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"8.0537","475","378","16","8","133","316","3","49","8","70","123","200","2","39","27631","12-2015","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"11.9195","703","200","159","0","0","0","0","0","0","0","0","0","0","0","0","1-2016","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"12.0043","708","335","79","0","0","0","0","0","0","0","0","0","0","0","0","2-2016","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"11.3261","668","424","71","0","0","0","0","0","0","0","0","0","0","0","0","3-2016","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"10.9870","648","364","56","0","0","0","0","0","0","0","0","0","0","0","0","4-2016","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"10.3766","612","411","38","0","0","0","0","0","0","0","0","0","0","0","0","5-2016","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"9.5458","563","397","40","0","0","0","0","0","0","0","0","0","0","0","0","6-2016","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"11.8856","701","345","23","0","0","0","0","0","0","0","0","0","0","0","0","7-2016","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"10.3766","612","423","9","0","0","0","0","0","0","0","0","0","0","0","0","8-2016","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"11.1396","657","403","9","0","0","0","0","0","0","0","0","0","0","0","0","9-2016","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"9.3254","550","467","7","0","0","0","0","0","0","0","0","0","0","0","0","10-2016","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"9.5288","562","429","14","0","0","0","0","0","0","0","0","0","0","0","0","11-2016","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
"7.0194","414","330","7","0","0","0","0","0","0","0","0","0","0","0","0","12-2016","1500","KŘP ZLÍNSKÉHO KRAJE","589790"
