"Index Kriminality","Zjištěno","Objasněno- Počet","Objasněno- Dodatečně","Stíháno, Vyšetřováno Osob - Mladiství 15-17 Let","Stíháno, Vyšetřováno Osob - Recidivisté","Stíháno, Vyšetřováno Osob - Celkem","Stíháno, Vyšetřováno Osob - Nezletilí 1-14 Let","Stíháno, Vyšetřováno Osob - Ženy","Spácháno Skutků - Mladiství 15-17 Let","Spácháno Skutků - Z Toho Alkohol","Spácháno Skutků - Pod Vlivem","Spácháno Skutků - Recidivisté","Spácháno Skutků - Nezletilí 1-14 Let","Škody V Tis. Kč - Zajištěno","Škody V Tis. Kč - Celkem","Časová Jednotka","Kód úz.jednotky","Název úz.jednotky","Počet Obyv. úz. Jednotky"
"14.5253","441","333","15","6","173","328","2","65","7","38","71","207","3","5","18307","4-2015","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"15.7439","478","343","17","13","188","337","3","54","12","58","69","225","0","35","34007","5-2015","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"14.8217","450","327","8","6","179","314","0","37","9","50","69","205","0","466","11567","6-2015","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"15.7439","478","331","7","5","156","289","2","52","8","57","67","197","2","32","12280","7-2015","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"14.9205","453","286","5","9","158","263","6","47","11","53","66","196","1","76","17924","8-2015","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"13.8995","422","299","2","11","176","311","7","48","12","51","62","187","4","16","32659","9-2015","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"15.2828","464","362","6","7","171","318","5","41","16","52","74","221","7","278","88626","10-2015","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"13.1419","399","299","5","14","171","307","2","54","15","45","60","183","3","2","83235","11-2015","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"11.9562","363","238","4","6","108","220","17","38","12","43","48","135","9","1","19804","12-2015","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"17.4237","529","294","86","0","0","0","0","0","0","0","0","0","0","0","0","1-2016","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"14.0641","427","322","67","0","0","0","0","0","0","0","0","0","0","0","0","2-2016","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"14.0971","428","314","34","0","0","0","0","0","0","0","0","0","0","0","0","3-2016","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"12.8784","391","296","23","0","0","0","0","0","0","0","0","0","0","0","0","4-2016","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"12.0879","367","258","13","0","0","0","0","0","0","0","0","0","0","0","0","5-2016","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"14.0971","428","308","3","0","0","0","0","0","0","0","0","0","0","0","0","6-2016","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"12.8455","390","237","5","0","0","0","0","0","0","0","0","0","0","0","0","7-2016","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"14.0312","426","280","4","0","0","0","0","0","0","0","0","0","0","0","0","8-2016","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"11.5609","351","259","1","0","0","0","0","0","0","0","0","0","0","0","0","9-2016","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"13.2407","402","253","3","0","0","0","0","0","0","0","0","0","0","0","0","10-2016","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"15.7769","479","336","5","0","0","0","0","0","0","0","0","0","0","0","0","11-2016","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
"12.0220","365","223","6","0","0","0","0","0","0","0","0","0","0","0","0","12-2016","1900","KŘP KARLOVARSKÉHO KRAJE","303609"
