"Index Kriminality","Zjištěno","Objasněno- Počet","Objasněno- Dodatečně","Stíháno, Vyšetřováno Osob - Mladiství 15-17 Let","Stíháno, Vyšetřováno Osob - Recidivisté","Stíháno, Vyšetřováno Osob - Celkem","Stíháno, Vyšetřováno Osob - Nezletilí 1-14 Let","Stíháno, Vyšetřováno Osob - Ženy","Spácháno Skutků - Mladiství 15-17 Let","Spácháno Skutků - Z Toho Alkohol","Spácháno Skutků - Pod Vlivem","Spácháno Skutků - Recidivisté","Spácháno Skutků - Nezletilí 1-14 Let","Škody V Tis. Kč - Zajištěno","Škody V Tis. Kč - Celkem","Časová Jednotka","Kód úz.jednotky","Název úz.jednotky","Počet Obyv. úz. Jednotky"
"12.4427","637","421","4","15","156","291","3","37","27","49","53","255","8","4","305881","11-2013","1600","KŘP KRAJE VYSOČINA","511946"
"10.7043","548","329","7","10","143","267","4","30","15","45","47","211","4","46","109545","12-2013","1600","KŘP KRAJE VYSOČINA","511946"
"15.8806","813","278","169","8","193","359","6","46","10","71","72","267","5","7","59969","1-2014","1600","KŘP KRAJE VYSOČINA","511946"
"14.4546","740","346","80","16","173","326","7","44","27","59","68","254","7","33","353337","2-2014","1600","KŘP KRAJE VYSOČINA","511946"
"13.7124","702","357","45","6","142","299","6","33","12","55","58","222","7","5","80537","3-2014","1600","KŘP KRAJE VYSOČINA","511946"
"13.8491","709","453","37","14","185","344","2","49","18","74","78","282","2","114","157012","4-2014","1600","KŘP KRAJE VYSOČINA","511946"
"13.1264","672","334","24","25","169","289","2","35","32","53","53","237","4","12","102794","5-2014","1600","KŘP KRAJE VYSOČINA","511946"
"12.4818","639","395","20","6","174","318","6","36","19","77","80","284","5","151","28875","6-2014","1600","KŘP KRAJE VYSOČINA","511946"
"13.2241","677","363","20","3","151","300","6","53","22","69","83","212","7","12","26680","7-2014","1600","KŘP KRAJE VYSOČINA","511946"
"13.2045","676","393","4","10","126","273","5","35","14","74","80","197","5","65","-43741","8-2014","1600","KŘP KRAJE VYSOČINA","511946"
"12.9506","663","457","8","7","195","370","9","37","11","69","83","257","6","118","6354","9-2014","1600","KŘP KRAJE VYSOČINA","511946"
"13.9663","715","437","5","10","158","305","7","46","29","68","81","242","8","15","4653","10-2014","1600","KŘP KRAJE VYSOČINA","511946"
"12.1888","624","413","9","7","174","307","11","42","15","73","86","230","11","73","133674","11-2014","1600","KŘP KRAJE VYSOČINA","511946"
"9.3174","477","347","54","14","131","257","8","36","29","58","68","239","7","318","28505","12-2014","1600","KŘP KRAJE VYSOČINA","511946"
"14.3179","733","257","146","8","141","301","5","44","15","59","67","191","4","11","35124","1-2015","1600","KŘP KRAJE VYSOČINA","511946"
"11.7981","604","303","83","7","153","294","6","40","12","59","70","240","5","59","33801","2-2015","1600","KŘP KRAJE VYSOČINA","511946"
"13.7124","702","360","74","15","169","319","5","51","25","63","69","262","6","32","26732","3-2015","1600","KŘP KRAJE VYSOČINA","511946"
"12.9115","661","439","47","9","165","320","12","44","15","74","88","257","11","8","93811","4-2015","1600","KŘP KRAJE VYSOČINA","511946"
"11.0754","567","350","43","9","133","282","11","45","16","72","82","187","9","254","17805","5-2015","1600","KŘP KRAJE VYSOČINA","511946"
"11.0949","568","359","12","6","150","286","0","52","8","60","69","205","2","3","259070","6-2015","1600","KŘP KRAJE VYSOČINA","511946"
"10.6652","546","365","13","4","151","276","3","28","11","77","87","257","2","30","85611","7-2015","1600","KŘP KRAJE VYSOČINA","511946"
"10.2355","524","315","7","9","115","261","9","42","24","64","74","155","12","14","104902","8-2015","1600","KŘP KRAJE VYSOČINA","511946"
"10.8996","558","399","8","13","141","313","6","48","17","75","85","208","7","89","30303","9-2015","1600","KŘP KRAJE VYSOČINA","511946"
"10.8605","556","397","6","12","146","306","0","41","11","77","84","200","-1","1","127295","10-2015","1600","KŘP KRAJE VYSOČINA","511946"
"8.9463","458","300","11","6","136","237","8","26","10","43","53","211","7","51","109815","11-2015","1600","KŘP KRAJE VYSOČINA","511946"
"7.8719","403","259","8","11","105","221","0","24","11","58","62","156","2","4","104593","12-2015","1600","KŘP KRAJE VYSOČINA","511946"
"11.3879","583","168","114","0","0","0","0","0","0","0","0","0","0","0","0","1-2016","1600","KŘP KRAJE VYSOČINA","511946"
"11.7395","601","283","87","0","0","0","0","0","0","0","0","0","0","0","0","2-2016","1600","KŘP KRAJE VYSOČINA","511946"
"11.0168","564","338","67","0","0","0","0","0","0","0","0","0","0","0","0","3-2016","1600","KŘP KRAJE VYSOČINA","511946"
"8.5556","438","286","49","0","0","0","0","0","0","0","0","0","0","0","0","4-2016","1600","KŘP KRAJE VYSOČINA","511946"
"10.2355","524","310","36","0","0","0","0","0","0","0","0","0","0","0","0","5-2016","1600","KŘP KRAJE VYSOČINA","511946"
"10.7824","552","412","48","0","0","0","0","0","0","0","0","0","0","0","0","6-2016","1600","KŘP KRAJE VYSOČINA","511946"
"9.3955","481","313","14","0","0","0","0","0","0","0","0","0","0","0","0","7-2016","1600","KŘP KRAJE VYSOČINA","511946"
"9.5713","490","287","10","0","0","0","0","0","0","0","0","0","0","0","0","8-2016","1600","KŘP KRAJE VYSOČINA","511946"
"10.9191","559","320","17","0","0","0","0","0","0","0","0","0","0","0","0","9-2016","1600","KŘP KRAJE VYSOČINA","511946"
"8.5165","436","325","8","0","0","0","0","0","0","0","0","0","0","0","0","10-2016","1600","KŘP KRAJE VYSOČINA","511946"
"8.7314","447","390","5","0","0","0","0","0","0","0","0","0","0","0","0","11-2016","1600","KŘP KRAJE VYSOČINA","511946"
"6.0749","311","251","9","0","0","0","0","0","0","0","0","0","0","0","0","12-2016","1600","KŘP KRAJE VYSOČINA","511946"
