"Index Kriminality","Zjištěno","Objasněno- Počet","Objasněno- Dodatečně","Stíháno, Vyšetřováno Osob - Mladiství 15-17 Let","Stíháno, Vyšetřováno Osob - Recidivisté","Stíháno, Vyšetřováno Osob - Celkem","Stíháno, Vyšetřováno Osob - Nezletilí 1-14 Let","Stíháno, Vyšetřováno Osob - Ženy","Spácháno Skutků - Mladiství 15-17 Let","Spácháno Skutků - Z Toho Alkohol","Spácháno Skutků - Pod Vlivem","Spácháno Skutků - Recidivisté","Spácháno Skutků - Nezletilí 1-14 Let","Škody V Tis. Kč - Zajištěno","Škody V Tis. Kč - Celkem","Časová Jednotka","Kód úz.jednotky","Název úz.jednotky","Počet Obyv. úz. Jednotky"
"17.7458","1133","737","11","8","256","577","5","84","46","81","101","380","6","279","52436","10-2014","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"17.0880","1091","580","9","11","220","496","4","78","13","68","86","286","4","5","131847","11-2014","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"14.5663","930","587","83","14","215","500","19","85","27","72","84","292","15","298","206278","12-2014","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"17.8711","1141","380","201","5","216","450","4","61","11","56","65","278","3","51","42179","1-2015","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"15.6313","998","443","137","20","209","467","4","70","26","66","88","254","6","74","28565","2-2015","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"16.6494","1063","656","104","15","257","554","3","78","22","99","118","352","6","124","25443","3-2015","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"18.1530","1159","644","78","7","230","502","3","97","14","93","114","345","7","97","32118","4-2015","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"17.0097","1086","430","45","16","221","404","4","54","19","53","69","281","6","70","51502","5-2015","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"17.8554","1140","617","52","9","238","529","5","102","18","77","90","342","3","59","87067","6-2015","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"15.7723","1007","560","28","10","243","491","6","71","27","79","106","344","5","103","218142","7-2015","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"16.1482","1031","556","22","11","212","418","6","59","20","70","81","302","7","98","57091","8-2015","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"15.9759","1020","615","26","13","227","514","4","89","16","83","95","301","4","260","28251","9-2015","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"16.0542","1025","584","10","10","215","481","1","77","20","70","80","274","4","150","230361","10-2015","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"15.5530","993","665","14","8","222","484","6","83","20","74","91","305","6","-5","29889","11-2015","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"14.8169","946","662","22","16","233","526","8","86","27","90","100","357","9","14","31695","12-2015","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"16.1952","1034","292","140","0","0","0","0","0","0","0","0","0","0","0","0","1-2016","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"16.7121","1067","491","233","0","0","0","0","0","0","0","0","0","0","0","0","2-2016","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"15.5060","990","607","97","0","0","0","0","0","0","0","0","0","0","0","0","3-2016","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"15.6783","1001","555","102","0","0","0","0","0","0","0","0","0","0","0","0","4-2016","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"16.3988","1047","531","56","0","0","0","0","0","0","0","0","0","0","0","0","5-2016","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"15.4121","984","565","31","0","0","0","0","0","0","0","0","0","0","0","0","6-2016","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"15.2241","972","514","28","0","0","0","0","0","0","0","0","0","0","0","0","7-2016","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"16.3362","1043","632","20","0","0","0","0","0","0","0","0","0","0","0","0","8-2016","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"15.6627","1000","651","19","0","0","0","0","0","0","0","0","0","0","0","0","9-2016","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"12.8904","823","520","11","0","0","0","0","0","0","0","0","0","0","0","0","10-2016","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"12.8590","821","560","13","0","0","0","0","0","0","0","0","0","0","0","0","11-2016","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
"12.8121","818","565","12","0","0","0","0","0","0","0","0","0","0","0","0","12-2016","1400","KŘP OLOMOUCKÉHO KRAJE","638461"
