"Index Kriminality","Zjištěno","Objasněno- Počet","Objasněno- Dodatečně","Stíháno, Vyšetřováno Osob - Mladiství 15-17 Let","Stíháno, Vyšetřováno Osob - Recidivisté","Stíháno, Vyšetřováno Osob - Celkem","Stíháno, Vyšetřováno Osob - Nezletilí 1-14 Let","Stíháno, Vyšetřováno Osob - Ženy","Spácháno Skutků - Mladiství 15-17 Let","Spácháno Skutků - Z Toho Alkohol","Spácháno Skutků - Pod Vlivem","Spácháno Skutků - Recidivisté","Spácháno Skutků - Nezletilí 1-14 Let","Škody V Tis. Kč - Zajištěno","Škody V Tis. Kč - Celkem","Časová Jednotka","Kód úz.jednotky","Název úz.jednotky","Počet Obyv. úz. Jednotky"
"11.2965","626","397","8","10","182","329","4","48","14","47","51","255","6","1208","44836","9-2015","0500","KŘP KRÁLOVÉHRADECKÉHO KRAJE","554155"
"11.2784","625","513","15","9","245","426","8","65","23","68","78","336","8","32","48818","10-2015","0500","KŘP KRÁLOVÉHRADECKÉHO KRAJE","554155"
"11.0619","613","414","8","9","170","343","8","60","19","64","70","223","6","4","28674","11-2015","0500","KŘP KRÁLOVÉHRADECKÉHO KRAJE","554155"
"10.8273","600","511","9","11","191","354","12","52","27","42","46","328","16","0","41682","12-2015","0500","KŘP KRÁLOVÉHRADECKÉHO KRAJE","554155"
"12.8484","712","237","117","0","0","0","0","0","0","0","0","0","0","0","0","1-2016","0500","KŘP KRÁLOVÉHRADECKÉHO KRAJE","554155"
"10.5927","587","276","97","0","0","0","0","0","0","0","0","0","0","0","0","2-2016","0500","KŘP KRÁLOVÉHRADECKÉHO KRAJE","554155"
"12.8484","712","438","67","0","0","0","0","0","0","0","0","0","0","0","0","3-2016","0500","KŘP KRÁLOVÉHRADECKÉHO KRAJE","554155"
"10.6107","588","433","69","0","0","0","0","0","0","0","0","0","0","0","0","4-2016","0500","KŘP KRÁLOVÉHRADECKÉHO KRAJE","554155"
"12.1446","673","451","47","0","0","0","0","0","0","0","0","0","0","0","0","5-2016","0500","KŘP KRÁLOVÉHRADECKÉHO KRAJE","554155"
"10.7371","595","426","28","0","0","0","0","0","0","0","0","0","0","0","0","6-2016","0500","KŘP KRÁLOVÉHRADECKÉHO KRAJE","554155"
"10.1235","561","311","15","0","0","0","0","0","0","0","0","0","0","0","0","7-2016","0500","KŘP KRÁLOVÉHRADECKÉHO KRAJE","554155"
"11.2965","626","343","14","0","0","0","0","0","0","0","0","0","0","0","0","8-2016","0500","KŘP KRÁLOVÉHRADECKÉHO KRAJE","554155"
"11.0799","614","423","33","0","0","0","0","0","0","0","0","0","0","0","0","9-2016","0500","KŘP KRÁLOVÉHRADECKÉHO KRAJE","554155"
"11.2423","623","426","33","0","0","0","0","0","0","0","0","0","0","0","0","10-2016","0500","KŘP KRÁLOVÉHRADECKÉHO KRAJE","554155"
"9.2934","515","418","15","0","0","0","0","0","0","0","0","0","0","0","0","11-2016","0500","KŘP KRÁLOVÉHRADECKÉHO KRAJE","554155"
"8.6618","480","396","10","0","0","0","0","0","0","0","0","0","0","0","0","12-2016","0500","KŘP KRÁLOVÉHRADECKÉHO KRAJE","554155"
