"Index Kriminality","Zjištěno","Objasněno- Počet","Objasněno- Dodatečně","Stíháno, Vyšetřováno Osob - Mladiství 15-17 Let","Stíháno, Vyšetřováno Osob - Recidivisté","Stíháno, Vyšetřováno Osob - Celkem","Stíháno, Vyšetřováno Osob - Nezletilí 1-14 Let","Stíháno, Vyšetřováno Osob - Ženy","Spácháno Skutků - Mladiství 15-17 Let","Spácháno Skutků - Z Toho Alkohol","Spácháno Skutků - Pod Vlivem","Spácháno Skutků - Recidivisté","Spácháno Skutků - Nezletilí 1-14 Let","Škody V Tis. Kč - Zajištěno","Škody V Tis. Kč - Celkem","Časová Jednotka","Kód úz.jednotky","Název úz.jednotky","Počet Obyv. úz. Jednotky"
"12.1839","773","691","27","13","256","519","8","82","20","74","92","376","9","-84","30368","12-2015","0200","KŘP JIHOČESKÉHO KRAJE","634443"
"17.2119","1092","344","214","0","0","0","0","0","0","0","0","0","0","0","0","1-2016","0200","KŘP JIHOČESKÉHO KRAJE","634443"
"16.5184","1048","585","135","0","0","0","0","0","0","0","0","0","0","0","0","2-2016","0200","KŘP JIHOČESKÉHO KRAJE","634443"
"15.0210","953","606","162","0","0","0","0","0","0","0","0","0","0","0","0","3-2016","0200","KŘP JIHOČESKÉHO KRAJE","634443"
"15.0210","953","643","71","0","0","0","0","0","0","0","0","0","0","0","0","4-2016","0200","KŘP JIHOČESKÉHO KRAJE","634443"
"13.8074","876","514","64","0","0","0","0","0","0","0","0","0","0","0","0","5-2016","0200","KŘP JIHOČESKÉHO KRAJE","634443"
"14.8319","941","602","80","0","0","0","0","0","0","0","0","0","0","0","0","6-2016","0200","KŘP JIHOČESKÉHO KRAJE","634443"
"13.6813","868","493","28","0","0","0","0","0","0","0","0","0","0","0","0","7-2016","0200","KŘP JIHOČESKÉHO KRAJE","634443"
"16.3923","1040","597","24","0","0","0","0","0","0","0","0","0","0","0","0","8-2016","0200","KŘP JIHOČESKÉHO KRAJE","634443"
"13.6182","864","517","19","0","0","0","0","0","0","0","0","0","0","0","0","9-2016","0200","KŘP JIHOČESKÉHO KRAJE","634443"
"14.0281","890","647","16","0","0","0","0","0","0","0","0","0","0","0","0","10-2016","0200","KŘP JIHOČESKÉHO KRAJE","634443"
"11.4904","729","663","22","0","0","0","0","0","0","0","0","0","0","0","0","11-2016","0200","KŘP JIHOČESKÉHO KRAJE","634443"
"8.8582","562","567","16","0","0","0","0","0","0","0","0","0","0","0","0","12-2016","0200","KŘP JIHOČESKÉHO KRAJE","634443"
